reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
CA-5863,Battle of the Lake of Two Mountains National Historic Site,45.4477,-73.9403,FN35ak,CA-QC,4,4,48,0,0
CA-5864,Beauharnois Power Development National Historic Site,45.3175,-73.9136,FN35bh,CA-QC,15,14,541,0,0
CA-5865,Belvédère Albert-Gascon National Park,45.7835,-74.0028,FN25xs,CA-QC,11,11,274,0,0
CA-5866,Beth Israël Cemetery National Historic Site,46.785,-71.2604,FN46is,CA-QC,2,2,20,0,0
CA-5867,Black Watch (Royal Highland Regiment) of Canada Armoury National Historic Site,45.5078,-73.5699,FN35fm,CA-QC,1,1,16,0,0
CA-5868,Blanc-Sablon National Historic Site,51.4297,-57.1431,GO11kk,CA-QC,3,3,110,0,0
CA-5869,Bolton-Est Town Hall National Historic Site,45.2028,-72.3562,FN35te,CA-QC,3,3,45,0,0
CA-5870,Bon-Pasteur Chapel National Historic Site,46.8075,-71.2179,FN46jt,CA-QC,3,3,32,0,0
CA-5871,Bonsecours Market National Historic Site,45.5091,-73.5516,FN35fm,CA-QC,6,6,68,0,0
CA-5872,Cap-des-Rosiers Lighthouse National Park,48.8562,-64.2011,FN78vu,CA-QC,2,1,45,0,0
CA-5873,Capitol Theatre / Québec Auditorium National Historic Site,46.8128,-71.2138,FN46jt,CA-QC,2,2,20,0,0
CA-5874,Caughnawaga Mission / Mission of St. Francis Xavier National Park,45.4154,-73.6768,FN35dj,CA-QC,1,1,21,0,0
CA-5875,Caughnawaga Presbytery National Historic Site,45.4158,-73.6768,FN35dj,CA-QC,2,2,54,0,0
CA-5876,Chapais House National Historic Site,47.5033,-69.9375,FN57am,CA-QC,5,5,118,0,0
CA-5877,Château De Ramezay / India House National Historic Site,45.5087,-73.5536,FN35fm,CA-QC,8,7,81,0,0
CA-5878,Christ Church Cathedral National Historic Site,45.5036,-73.5698,FN35fm,CA-QC,1,1,18,0,0
CA-5879,Church of Notre-Dame-de-la-Défense National Historic Site,45.5352,-73.6113,FN35em,CA-QC,3,3,143,0,0
CA-5880,Church of Notre-Dame-de-la-Présentation National Historic Site,46.5275,-72.7499,FN36pm,CA-QC,6,6,177,0,0
CA-5881,Church of Saint-Léon-de-Westmount National Historic Site,45.4853,-73.5916,FN35el,CA-QC,3,3,73,0,0
CA-5882,Church of Sainte-Marie National Historic Site,46.4377,-71.0224,FN46lk,CA-QC,6,6,135,0,0
CA-5883,Davie Shipyard National Historic Site,46.8141,-71.1851,FN46jt,CA-QC,5,5,138,0,0
CA-5884,De Salaberry House National Historic Site,45.4485,-73.2692,FN35ik,CA-QC,6,6,75,0,0
CA-5885,Droulers-Tsiionhiakwatha National Historic Site,45.0828,-74.3149,FN25ub,CA-QC,3,3,54,0,0
CA-5886,Erskine and American United Church National Historic Site,45.499,-73.5798,FN35fl,CA-QC,2,2,30,0,0
CA-5887,Étienne-Paschal Taché House National Historic Site,46.981,-70.5587,FN46rx,CA-QC,6,5,125,0,0
CA-5888,First Geodetic Survey Station National Historic Site,45.4891,-75.8626,FN25bl,CA-QC,7,6,177,0,0
CA-5889,Former Montréal Custom House National Historic Site,45.5035,-73.5548,FN35fm,CA-QC,14,12,188,0,0
CA-5890,Former Shawinigan Aluminum Smelting Complex National Historic Site,46.5398,-72.7631,FN36om,CA-QC,5,5,179,0,0
CA-5891,Fort Charlesbourg Royal National Historic Site,46.7477,-71.342,FN46hr,CA-QC,19,19,364,0,0
CA-5892,Fort Crevier National Historical Site,46.1034,-72.8785,FN36nc,CA-QC,6,5,157,0,0
CA-5893,Fort Laprairie National Historic Site,45.4214,-73.4964,FN35gk,CA-QC,13,13,303,0,0
CA-5894,Fort Longueuil National Historic Site,45.5405,-73.5078,FN35fm,CA-QC,3,3,40,0,0
CA-5895,Serena Gundy Park Wilderness Park,43.7202,-79.3551,FN03hr,CA-ON,85,84,2914,0,1
CA-5896,Fort Saint-Jean National Historic Site,45.2986,-73.2524,FN35ih,CA-QC,7,7,86,0,0
CA-5897,Fort St-Louis National Historic Site,45.4152,-73.6774,FN35dj,CA-QC,1,1,20,0,0
CA-5898,Fort Trois-Rivières National Historic Site,46.3423,-72.5386,FN36ri,CA-QC,7,7,191,0,0
CA-5899,George Stephen House / Mount Stephen Club National Historic Site,45.4993,-73.5757,FN35fl,CA-QC,2,2,30,0,0
CA-5900,Girardin House National Historic Site,46.8592,-71.192,FN46ju,CA-QC,3,3,30,0,0
CA-5901,Kwomais Point Park,49.0268,-122.868,CN89na,CA-BC,74,71,1700,0,0
CA-5902,Parc Aimé-Maillé Recreation Park,45.8682,-74.0047,FN25xu,CA-QC,10,9,271,0,0
CA-5903,Parc Bourget Recreation Park,45.9279,-74.0257,FN25xw,CA-QC,11,10,287,0,0
CA-5904,Parc de l'Écluse Recreation Park,45.7552,-73.966,FN35as,CA-QC,37,35,1163,0,0
CA-5905,Parc de l'Île-Perreault Recreation Park,45.7745,-74.0053,FN25xs,CA-QC,28,27,722,0,0
CA-5906,Parc de la Durantaye Recreation Park,45.777,-74.007,FN25xs,CA-QC,35,33,848,0,0
CA-5907,Parc de la Faune Recreation Park,45.7686,-74.0383,FN25xs,CA-QC,6,6,132,0,0
CA-5908,Parc de la Promenade Recreation Park,45.8058,-74.0385,FN25xt,CA-QC,5,5,194,0,0
CA-5909,Parc de la Pulperie National Historic Site,48.4219,-71.0819,FN48lk,CA-QC,7,6,141,0,0
CA-5910,Parc de la Salette Recreation Park,45.7852,-74.0817,FN25xs,CA-QC,17,17,503,0,0
CA-5911,Parc des 14 Îles [Parc des Quatorze-Îles] Recreation Park,45.8935,-74.0443,FN25xv,CA-QC,4,4,77,0,0
CA-5912,Parc des Hauteurs Recreation Park,45.8109,-74.0139,FN25xt,CA-QC,10,10,297,0,0
CA-5913,Parc des Patriarches Recreation Park,45.8499,-74.061,FN25xu,CA-QC,25,25,640,0,0
CA-5914,Parc des Sourires Recreation Park,46.2536,-74.936,FN26mg,CA-QC,16,15,349,0,0
CA-5915,Parc Ducharme Recreation Park,45.6446,-73.8475,FN35bp,CA-QC,43,43,909,0,0
CA-5916,Parc École Prévost Recreation Park,45.7911,-74.0156,FN25xs,CA-QC,13,13,272,0,0
CA-5917,Parc J.-Georges-Dunnigan Recreation Park,45.7716,-74.0109,FN25xs,CA-QC,21,21,370,0,0
CA-5918,Parc Jacques-Locas Recreation Park,45.7892,-73.9903,FN35as,CA-QC,24,24,450,0,0
CA-5919,Parc Lacroix Recreation Park,45.7051,-73.9143,FN35bq,CA-QC,18,18,435,0,0
CA-5920,Parc Maurice-Tessier Recreation Park,45.6818,-73.8755,FN35bq,CA-QC,90,87,1673,0,0
CA-5921,Parc Sandra Recreation Park,45.7576,-74.0302,FN25xs,CA-QC,26,26,504,0,0
CA-5922,Parc Théobald-Paquette Recreation Park,45.7597,-73.9879,FN35as,CA-QC,40,39,1032,0,0
CA-5923,Parc Urgel-Carrière Recreation Park,45.7687,-74.0091,FN25xs,CA-QC,35,33,1002,0,0
CA-5924,Pavillon du Lac Bleu Recreation Park,45.8845,-73.9783,FN35av,CA-QC,3,3,31,0,0
CA-5925,Falls Reserve Conservation Area,43.7178,-81.632,EN93er,CA-ON,27,22,780,0,0
CA-5926,Larose Forest Recreation Park,45.405,-75.1413,FN25kj,CA-ON,49,46,2314,0,0
CA-5927,Castle Kilbride National Historic Site,43.4043,-80.6712,EN93pj,CA-ON,29,28,928,0,0
CA-5928,Wellington County House of Industry and Refuge National Historic Site,43.693,-80.4003,EN93tq,CA-ON,54,47,719,0,0
CA-5929,Hamilton & Scourge Naval Memorial Garden National Historic Site,43.2486,-79.7532,FN03cf,CA-ON,60,58,1828,0,0
CA-5930,West Montrose Covered Bridge National Historic Site,43.5859,-80.4817,EN93so,CA-ON,17,17,483,0,0
CA-5931,First Commercial Oil Field National Historic Site,42.7717,-82.1212,EN82ws,CA-ON,17,16,510,0,0
CA-5932,Lundbreck Falls Provincial Recreation Area,49.5832,-114.208,DN29vn,CA-AB,13,11,191,2,0
CA-5933,Carburn Natural Area,50.9739,-114.026,DO20xx,CA-AB,29,27,605,1,0
CA-5934,Elevated Park National Heritage Area,42.778,-81.2079,EN92js,CA-ON,22,21,571,0,0
CA-5935,Cowan Recreation Park,42.7886,-81.2022,EN92js,CA-ON,45,40,1244,0,0
CA-5936,Fanshawe Conservation Area,43.0374,-81.1839,EN93ja,CA-ON,23,22,673,0,0
CA-5937,Pittock Conservation Area,43.1563,-80.7562,EN93od,CA-ON,17,14,421,0,0
CA-5938,Wildwood Conservation Area,43.2687,-81.0683,EN93lg,CA-ON,34,32,898,0,0
CA-5939,Réserve naturelle du boisé-de-la-Marconi Nature Reserve,45.8552,-72.4636,FN35su,CA-QC,31,29,750,0,0
CA-5940,Aberdeen Pavilion National Historical Site,45.4002,-75.6833,FN25dj,CA-ON,16,13,368,0,0
CA-5942,Bowmanville Westside Marshes Conservation Area,43.8933,-78.6747,FN03pv,CA-ON,41,38,1358,0,0
CA-5943,Cheltenham Badlands Natural Area,43.7759,-79.9427,FN03as,CA-ON,16,16,606,0,0
CA-5944,Chinguacousy Park Recreation Park,43.7275,-79.7217,FN03dr,CA-ON,55,51,1676,0,0
CA-5945,Cooper Marsh Conservation Area,45.1166,-74.518,FN25rc,CA-ON,64,61,3951,0,3
CA-5947,Devonwood Conservation Area,42.262,-82.9807,EN82mg,CA-ON,34,34,1378,0,0
CA-5949,Embro Conservation Area,43.1733,-80.9174,EN93me,CA-ON,25,23,705,0,0
CA-5952,North Shore Recreation Park,43.377,-80.972,EN93mj,CA-ON,74,65,1661,0,0
CA-5954,Maplelawn & Gardens National Historic Site,45.3887,-75.7619,FN25cj,CA-ON,21,21,712,0,0
CA-5955,Mill Pond Conservation Area,44.7705,-76.1793,FN14vs,CA-ON,20,20,905,0,0
CA-5956,Perth Wildlife Reserve,44.8888,-76.2036,FN14vv,CA-ON,17,17,691,0,0
CA-5957,Portland Bay Conservation Area,44.7017,-76.1834,FN14vq,CA-ON,27,27,1276,0,0
CA-5958,Hampton Park Conservation Area,45.3873,-75.7382,FN25dj,CA-ON,92,82,2356,0,0
CA-5959,West Rocks Conservation Area,44.5516,-80.9588,EN94mn,CA-ON,19,15,488,0,0
CA-5960,William T. Foster Woods National Park,43.8353,-79.6204,FN03eu,CA-ON,34,33,864,0,0
CA-5961,Battle of Seven Oaks National Historic Site,49.932,-97.1213,EN19kw,CA-MB,0,0,0,0,0
CA-5962,BCATP Hangar No. 1 National Historic Site,49.9038,-99.9427,EN09av,CA-MB,0,0,0,0,0
CA-5963,Bonnycastle Park Historic Site,49.8858,-97.1357,EN19kv,CA-MB,2,2,31,0,0
CA-5964,Bruce Park Historic Site,49.8768,-97.2259,EN19jv,CA-MB,7,7,220,1,0
CA-5965,Camp Hughes National Historic Site,49.8825,-99.5528,EN09fv,CA-MB,1,1,15,0,0
CA-5967,Churchill Rocket Research Range National Heritage Site,58.7375,-93.819,EO38cr,CA-MB,0,0,0,0,0
CA-5969,Dalnavert National Historic Site,49.8859,-97.142,EN19kv,CA-MB,0,0,0,0,0
CA-5970,Dominion Exhibition Display Building No. 2 National Historic Site,49.8314,-99.9575,EN09at,CA-MB,4,3,74,0,0
CA-5971,Dufferin Park Historic Site,49.9067,-97.1516,EN19kv,CA-MB,4,4,93,0,0
CA-5973,Exchange District National Historic Site,49.8988,-97.1406,EN19kv,CA-MB,1,1,14,0,0
CA-5974,First Homestead in Western Canada National Historic Site,50.0625,-98.2855,EO00ub,CA-MB,0,0,0,0,0
CA-5976,Fort Churchill National Historic Site,58.7485,-94.075,EO28xr,CA-MB,0,0,0,0,0
CA-5977,Fort Dufferin National Historic Site,49.0305,-97.2019,EN19ja,CA-MB,4,4,126,0,0
CA-5978,Fort Garry Hotel National Historic Site,49.8881,-97.1367,EN19kv,CA-MB,0,0,0,0,0
CA-5979,Fort La Reine National Historic Site,49.9518,-98.3276,EN09uw,CA-MB,2,2,46,1,0
CA-5980,Grey Nuns Convent National Historic Site,49.8879,-97.1231,EN19kv,CA-MB,0,0,0,0,0
CA-5981,Allen Park Conservation Area,44.1489,-80.9243,EN94md,CA-ON,12,10,244,0,0
CA-5982,Brucedale Conservation Area,44.3789,-81.523,EN94fj,CA-ON,9,9,412,0,0
CA-5983,Denny's Dam Conservation Area,44.504,-81.3302,EN94im,CA-ON,15,14,804,0,0
CA-5984,Durham Conservation Area,44.1847,-80.796,EN94oe,CA-ON,11,10,285,0,0
CA-5985,McBeath Conservation Area,44.2718,-81.2334,EN94jg,CA-ON,7,6,108,0,0
CA-5986,Saugeen Bluffs Conservation Area,44.3468,-81.3101,EN94ii,CA-ON,6,6,181,0,0
CA-5987,Schmidt Lake Conservation Area,44.1718,-81.3069,EN94ie,CA-ON,6,6,279,0,0
CA-5988,Crow's Pass Conservation Area,44.0319,-79.0375,FN04la,CA-ON,18,18,540,0,0
CA-5989,Sulpher Spring Conservation Area,44.1152,-81.0031,EN94lc,CA-ON,11,10,243,0,0
CA-5990,Varney Conservation Area,44.1345,-80.8097,EN94od,CA-ON,7,7,252,0,0
CA-5991,Beachville Conservation Area,43.0921,-80.8325,EN93oc,CA-ON,9,9,308,0,0
CA-5992,Beachville Tract Conservation Area,43.0792,-80.843,EN93nb,CA-ON,22,21,666,0,0
CA-5993,Burgess Park Trail Conservation Area,43.1451,-80.7682,EN93od,CA-ON,17,15,424,0,0
CA-5994,Cade Tract Conservation Area,43.2432,-81.1883,EN93jf,CA-ON,14,14,306,0,0
CA-5995,Dorchester Conservation Area,42.9884,-81.0772,EN92lx,CA-ON,23,21,578,0,0
CA-5996,Dorchester Mill Pond Conservation Area,42.9832,-81.067,EN92lx,CA-ON,46,44,2328,0,0
CA-5997,Beaver River Wetland Conservation Area,44.2397,-79.0519,FN04lf,CA-ON,30,29,846,0,0
CA-5998,Fullarton Conservation Area,43.3748,-81.2135,EN93ji,CA-ON,15,15,350,0,0
CA-5999,Harmony Conservation Area,43.3156,-80.9502,EN93mh,CA-ON,26,22,564,0,0
CA-6000,Harrington Conservation Area,43.2416,-80.9928,EN93mf,CA-ON,12,12,341,0,0
CA-6001,Shakespeare Conservation Area,43.3798,-80.8371,EN93nj,CA-ON,35,33,780,0,0
CA-6002,WL Dickson Arboretum Conservation Area,43.1847,-80.711,EN93pe,CA-ON,20,17,559,0,0
CA-6003,Great Lakes Waterfront Trail Recreation Site,45.204,-74.3473,FN25te,CA-ON,2503,2443,102816,0,7
CA-6004,Christie Beach Conservation Area,44.5936,-80.5147,EN94ro,CA-ON,16,15,452,0,0
CA-6005,Ainslie Wood Conservation Area,44.6316,-80.8706,EN94np,CA-ON,17,17,422,0,0
CA-6006,Clendenan Conservation Area,44.5416,-80.4688,EN94sm,CA-ON,13,13,497,0,0
CA-6007,Colpoy's Lookout Conservation Area,44.7984,-81.0282,EN94lt,CA-ON,16,16,436,0,0
CA-6008,Kemble Mountain Conservation Area,44.7475,-80.9329,EN94mr,CA-ON,3,3,97,0,0
CA-6009,Crediton Conservation Area,43.301,-81.5238,EN93fh,CA-ON,11,11,283,0,0
CA-6010,Clinton Conservation Area,43.6043,-81.5327,EN93fo,CA-ON,18,17,509,0,0
CA-6011,Lucan Conservation Area,43.1778,-81.4589,EN93ge,CA-ON,12,12,273,0,0
CA-6012,Morrison Dam Conservation Area,43.3602,-81.4577,EN93gi,CA-ON,17,17,339,0,0
CA-6013,Parkhill Conservation Area,43.1605,-81.6589,EN93ed,CA-ON,10,9,316,0,0
CA-6014,Rock Glen Conservation Area,43.0859,-81.82,EN93cc,CA-ON,9,9,642,0,0
CA-6015,Zurich Conservation Area,43.4234,-81.6226,EN93ek,CA-ON,14,14,819,0,0
CA-6016,Lake Laurentian Conservation Area,46.4574,-80.9457,EN96mk,CA-ON,24,24,685,0,0
CA-6017,Mountjoy Historical Conservation Area,48.4764,-81.3532,EN98hl,CA-ON,155,150,7685,0,0
CA-6018,Gillies Lake Conservation Area,48.4781,-81.3221,EN98il,CA-ON,128,124,7536,0,0
CA-6019,Hersey Lake Conservation Area,48.5162,-81.287,EN98im,CA-ON,123,117,6080,0,0
CA-6020,White Waterfront Conservation Area,48.4794,-81.204,EN98jl,CA-ON,39,39,3132,0,0
CA-6021,Holy Trinity Anglican Church National Historic Site,49.8925,-97.1424,EN19kv,CA-MB,0,0,0,0,0
CA-6022,Inglis Grain Elevators National Historic Site,50.9441,-101.25,DO90jw,CA-MB,1,1,20,0,0
CA-6023,Maison Gabrielle-Roy National Historic Site,49.8901,-97.111,EN19kv,CA-MB,0,0,0,0,0
CA-6024,Metropolitan Theatre National Historic Site,49.8931,-97.1431,EN19kv,CA-MB,0,0,0,0,0
CA-6025,Miami Railway Station (Canadian Northern) National Historic Site,49.3698,-98.244,EN09vi,CA-MB,0,0,0,0,0
CA-6026,Miss Davis' School Residence / Twin Oaks National Historic Site,50.0556,-96.9877,EO10mb,CA-MB,3,3,73,0,0
CA-6027,Neubergthal Street Village National Park,49.0745,-97.4823,EN19gb,CA-MB,1,1,11,0,0
CA-6028,Norway House National Historic Site,53.9896,-97.817,EO13cx,CA-MB,0,0,0,0,0
CA-6029,Pantages Playhouse Theatre National Historic Site,49.899,-97.1379,EN19kv,CA-MB,0,0,0,0,0
CA-6030,Portage La Prairie Public Building National Historic Site,49.9729,-98.2904,EN09ux,CA-MB,1,1,14,0,0
CA-6031,Ralph Connor House National Historic Site,49.8774,-97.1594,EN19kv,CA-MB,1,1,22,1,0
CA-6032,Red River Floodway National Historic Site,50.0901,-96.9348,EO10mc,CA-MB,8,7,163,0,0
CA-6034,Royal Manitoba Theatre Centre National Historic Site,49.8985,-97.1366,EN19kv,CA-MB,0,0,0,0,0
CA-6035,Sea Horse Gully Remains National Historic Site,58.7704,-94.2673,EO28us,CA-MB,0,0,0,0,0
CA-6036,St. Andrew's Anglican Church National Historic Site,50.0667,-96.9765,EO10mb,CA-MB,5,5,79,0,0
CA-6037,St. Andrews Caméré Curtain Bridge Dam National Historic Site,50.0824,-96.9419,EO10mb,CA-MB,10,9,299,0,0
CA-6038,St. Boniface City Hall National Historic Site,49.8928,-97.1207,EN19kv,CA-MB,5,5,139,0,0
CA-6039,St. Boniface Hospital Nurses' Residence National Historic Site,49.8859,-97.1241,EN19kv,CA-MB,0,0,0,0,0
CA-6040,St. Michael's Ukrainian Greek Orthodox Church National Historic Site,49.0716,-96.7405,EN19pb,CA-MB,2,2,25,0,0
CA-6041,Ukrainian Catholic Church of the Resurrection National Historic Site,51.1421,-100.062,DO91xd,CA-MB,0,0,0,0,0
CA-6042,Ukrainian Catholic Church of the Immaculate Conception National Historic Site,50.0038,-96.7729,EO10oa,CA-MB,2,2,48,0,0
CA-6043,Ukrainian Labour Temple National Historic Site,49.9178,-97.1486,EN19kw,CA-MB,0,0,0,0,0
CA-6044,Union Station (Canadian National) National Historic Site,49.8889,-97.1344,EN19kv,CA-MB,1,1,12,0,0
CA-6045,Walker (Burton Cummings) Theatre National Historic Site,49.8958,-97.1438,EN19kv,CA-MB,0,0,0,0,0
CA-6046,Wasyl Negrych Pioneer Homestead National Historic Site,51.3069,-100.451,DO91sh,CA-MB,0,0,0,0,0
CA-6047,William Whyte Park / Fort Douglas Cairn Historic Site,49.904,-97.1318,EN19kv,CA-MB,0,0,0,0,0
CA-6048,Winnipeg Law Courts National Historic Site,49.8867,-97.1464,EN19kv,CA-MB,0,0,0,0,0
CA-6049,Battle of Cut Knife Hill National Historic Site,52.7452,-109.026,DO52lr,CA-SK,3,3,78,0,0
CA-6050,Battle of Duck Lake National Historic Site,52.8244,-106.274,DO62ut,CA-SK,4,4,156,0,0
CA-6051,Battleford Court House National Historic Site,52.7368,-108.312,DO52ur,CA-SK,6,6,128,0,0
CA-6052,Biggar Railway Station (Grand Trunk Pacific) National Historic Site,52.0538,-107.987,DO62ab,CA-SK,3,3,149,0,0
CA-6053,Canadian Bank of Commerce National Historic Site,52.129,-104.524,DO72rd,CA-SK,1,1,11,0,0
CA-6054,Carlton House National Historic Site,52.8701,-106.53,DO62ru,CA-SK,2,2,90,0,0
CA-6055,Claybank Brick Plant National Historic Site,50.0321,-105.214,DO70ja,CA-SK,3,3,130,0,0
CA-6056,College Building National Historic Site,52.1308,-106.633,DO62qd,CA-SK,3,3,93,0,0
CA-6057,Cumberland House National Historic Site,53.9481,-102.27,DO83uw,CA-SK,1,1,39,0,0
CA-6058,Doukhobor Dugout House National Historic Site,52.7547,-106.728,DO62ps,CA-SK,1,1,12,0,0
CA-6059,Doukhobors at Veregin National Historic Site,51.5814,-102.084,DO81wn,CA-SK,1,1,16,0,0
CA-6060,Esterhazy Flour Mill National Historic Site,50.6526,-102.08,DO80xp,CA-SK,3,3,69,0,0
CA-6061,Forestry Farm Park and Zoo National Historic Site,52.156,-106.584,DO62qd,CA-SK,20,20,720,0,0
CA-6062,Former Prince Albert City Hall National Historic Site,53.2036,-105.754,DO73ce,CA-SK,2,2,30,0,0
CA-6063,Fort à la Corne National Historic Site,52.9546,-105.025,DO72lw,CA-SK,4,4,115,0,0
CA-6064,Fort Pitt National Historic Site,53.5724,-109.793,DO53cn,CA-SK,1,1,20,0,0
CA-6065,Fort Qu'Appelle National Historic Site,50.7712,-103.798,DO80cs,CA-SK,3,3,106,0,0
CA-6066,Government House National Historic Site,50.4546,-104.646,DO70qk,CA-SK,6,6,220,0,0
CA-6067,Gravelbourg Ecclesiastical Buildings National Historic Site,49.8729,-106.557,DN69ru,CA-SK,3,3,129,0,0
CA-6068,Humboldt Post Office National Historic Site,52.1988,-105.123,DO72ke,CA-SK,2,2,52,0,0
CA-6069,Île-à-la-Crosse National Historic Site,55.4364,-107.898,DO65bk,CA-SK,1,1,17,0,0
CA-6070,Keyhole Castle National Historic Site,53.1951,-105.752,DO73ce,CA-SK,1,1,23,0,0
CA-6071,Seager Wheeler's Maple Grove Farm National Historic Site,52.6717,-106.216,DO62vq,CA-SK,5,5,109,0,0
CA-6072,Steele Narrows National Historic Site,54.0393,-109.317,DO54ia,CA-SK,1,1,10,0,0
CA-6073,Áísínai'pi National Historic Site,49.0859,-111.62,DN49ec,CA-AB,13,10,312,0,0
CA-6074,Atlas No. 3 Coal Mine National Historic Site,51.3291,-112.482,DO31sh,CA-AB,4,4,129,1,0
CA-6075,Banff Springs Hotel National Historic Site,51.1642,-115.562,DO21fd,CA-AB,5,5,71,0,0
CA-6076,Beaulieu National Historic Site,51.0405,-114.077,DO21xa,CA-AB,3,3,35,1,0
CA-6077,Blackfoot Crossing National Historic Site,50.7828,-112.845,DO30ns,CA-AB,6,6,270,1,0
CA-6078,British Block Cairn National Historic Site,50.2671,-111.161,DO40kg,CA-AB,1,1,18,0,0
CA-6079,Brooks Aqueduct National Historic Site,50.5319,-111.838,DO40bm,CA-AB,6,6,110,0,0
CA-6081,Coleman National Historic Site,49.6347,-114.503,DN29rp,CA-AB,5,5,79,1,0
CA-6082,Earthlodge Village National Historic Site,50.783,-112.855,DO30ns,CA-AB,2,2,96,0,0
CA-6083,Fort Assiniboine National Historic Site,54.3338,-114.775,DO24oi,CA-AB,1,1,11,0,0
CA-6084,Fort Augustus and Fort Edmonton National Historic Site,53.7387,-113.199,DO33jr,CA-AB,12,12,297,0,0
CA-6085,Fort Calgary National Historic Site,51.0446,-114.044,DO21xb,CA-AB,13,12,163,1,0
CA-6086,Fort Chipewyan National Historic Site,58.6489,-110.608,DO48qp,CA-AB,0,0,0,0,0
CA-6087,Fort Dunvegan National Historic Site,55.9234,-118.599,DO05qw,CA-AB,0,0,0,0,0
CA-6088,Tiny Marshes Provincial Wildlife Area,44.5933,-79.9313,FN04ao,CA-ON,85,85,5629,0,0
CA-6089,Marl Lake Resources Area,44.5055,-79.9792,FN04am,CA-ON,36,36,1870,0,0
CA-6090,Matchedash Bay Provincial Wildlife Area,44.776,-79.6802,FN04ds,CA-ON,39,39,1822,0,0
CA-6091,Lang Mill Conservation Area,44.2756,-78.1708,FN04vg,CA-ON,29,28,867,0,0
CA-6092,Young's Point Conservation Area,44.4856,-78.2298,FN04vl,CA-ON,19,19,465,0,0
CA-6093,Head-Smashed-In Buffalo Jump National Historic Site,49.7028,-113.655,DN39eq,CA-AB,7,7,266,1,0
CA-6094,Okotoks Erratic - 'Big Rock' Historic Site,50.7038,-114.077,DO20xq,CA-AB,86,82,2599,3,0
CA-6095,Fort William (Thunder Bay) Historic Site,48.3476,-89.3547,EN58hi,CA-ON,193,192,3274,0,0
CA-6096,Battle of Beaver Dams National Historic Site,43.1231,-79.2017,FN03jc,CA-ON,42,39,992,0,0
CA-6097,Tower at Christian Island National Heritage Site,44.7867,-80.1561,EN94ws,CA-ON,3,2,40,0,0
CA-6099,Castalia Marsh Recreation Park,44.7273,-66.7526,FN64or,CA-NB,6,5,214,0,0
CA-6100,Stewartville Swamp Nature Reserve,45.4131,-76.5117,FN15rj,CA-ON,8,8,329,0,0
CA-6101,Prince of Wales Hotel National Historic Site,49.0587,-113.904,DN39bb,CA-AB,9,9,127,1,0
CA-6102,Oxbow National Historic Site,46.9572,-65.8377,FN76bw,CA-NB,2,2,154,0,0
CA-6103,North Lake Provincial Park,45.8276,-67.7301,FN65dt,CA-NB,2,2,176,0,0
CA-6105,de Gannes-Cosby House National Historic Site,44.7411,-65.5124,FN74fr,CA-NS,6,6,98,0,0
CA-6106,Our Lady of the Assumption Cathedral National Historic Site,46.0911,-64.7819,FN76oc,CA-NB,10,10,349,0,0
CA-6109,Truro Old Normal College National Historic Site,45.3641,-63.2787,FN85ii,CA-NS,5,5,137,0,0
CA-6110,Old Town Lunenburg National Historic District,44.3753,-64.3041,FN74uj,CA-NS,9,9,192,0,0
CA-6111,Swiss Air Memorial Peggys Cove Provincial Park,44.5066,-63.933,FN84am,CA-NS,27,27,1154,0,0
CA-6112,Kananaskis Country Provincial Park,50.8796,-115.145,DO20kv,CA-AB,72,70,2459,0,0
CA-6113,St. John/Wolastoq Heritage River National Heritage Area,45.9489,-66.6326,FN65qw,CA-NB,3,3,94,0,0
CA-6114,T'Railway Provincial Park,49,-55.5,GN29ga,CA-NL,21,18,548,0,0
CA-6115,Bay du Nord Heritage River National Heritage Area,47.9395,-55.3567,GN27hw,CA-NL,0,0,0,0,0
CA-6116,Athabasca River National Heritage River National Heritage Area,52.292,-117.741,DO12dh,CA-AB,7,6,148,0,0
CA-6117,North Saskatchewan River National Heritage River National Heritage Area,51.9705,-116.72,DO11px,CA-AB,3,3,40,0,0
CA-6118,Reader Rock Garden National Historic Site,51.0302,-114.057,DO21xa,CA-AB,18,18,555,1,0
CA-6119,Central Memorial Library and Park National Historic Site,51.0412,-114.07,DO21xa,CA-AB,1,1,11,0,0
CA-6120,Stirling Agricultural Village National Heritage Site,49.5003,-112.527,DN39rm,CA-AB,9,9,366,0,0
CA-6121,Stephen Avenue National Historic Site,51.0457,-114.071,DO21xb,CA-AB,1,1,20,0,0
CA-6122,Temple of the Church of Jesus Christ of Latter Day Saints National Historic Site,49.1979,-113.309,DN39ie,CA-AB,6,5,114,0,0
CA-6123,Heritage Hall - Southern Alberta Institute of Technology National Heritage Site,51.064,-114.089,DO21wb,CA-AB,4,4,85,1,0
CA-6124,Fort Whoop-Up National Historic Site,49.6221,-112.911,DN39no,CA-AB,6,6,123,0,0
CA-6125,Porcupine Hills Public Land Use Zone Other Conservation Area,49.9682,-114.119,DN29wx,CA-AB,6,6,179,2,0
CA-6126,Livingston Public Land Use Zone Recreation Park,49.6933,-114.477,DN29sq,CA-AB,3,3,42,0,0
CA-6127,Nut Point Campground Provincial Park,55.1159,-105.248,DO75jc,CA-SK,2,2,37,0,0
CA-6128,Gray Owl Trail National Recreation Trail,54.026,-106.414,DO64ta,CA-SK,1,1,11,0,0
