reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
CA-6129,Grey Owl's Cabin Historic Site,54.1499,-106.9,DO64nd,CA-SK,1,1,11,0,0
CA-6130,Mud Creek Trail National Recreation Trail,53.8997,-106.157,DO63wv,CA-SK,1,1,14,0,0
CA-6131,Cowichan River National Heritage Area,48.7723,-123.75,CN88ds,CA-BC,18,16,435,0,0
CA-6132,Fraser River National Heritage Area,51.4282,-122.213,CO81vk,CA-BC,7,7,225,0,0
CA-6133,Kicking Horse River National Heritage Area,51.2376,-116.584,DO11qf,CA-BC,7,6,96,0,0
CA-6134,Athabasca Ranch Public Land Use Zone Recreation Park,53.3877,-117.687,DO13dj,CA-AB,6,5,143,0,0
CA-6135,St. Croix River National Heritage Area,45.5692,-67.427,FN65gn,CA-NB,0,0,0,0,0
CA-6136,Shelburne River National Heritage Area,44.2588,-65.2646,FN74ig,CA-NS,0,0,0,0,0
CA-6137,Margaree River National Heritage Area,46.2756,-61.1393,FN96kg,CA-NS,1,1,19,0,0
CA-6139,Fingal Wildlife Management Area,42.6895,-81.3327,EN92iq,CA-ON,11,11,387,0,0
CA-6140,Shady Lake Trail National Recreation Trail,53.8713,-106.105,DO63wu,CA-SK,2,2,47,0,0
CA-6141,Height-of-Land Lookout Tower National Recreation Trail,53.8668,-106.097,DO63wu,CA-SK,1,1,21,0,0
CA-6142,Spruce River Highlands Trail National Recreation Trail,53.7135,-106.056,DO63xr,CA-SK,1,1,21,0,0
CA-6143,Freight Tait Springs Trail National Recreation Trail,53.7069,-106.054,DO63xq,CA-SK,2,2,27,0,0
CA-6144,Elk Trail National Recreation Trail,53.6216,-106.059,DO63xo,CA-SK,2,2,65,0,0
CA-6145,Hunters Lake Trail National Recreation Trail,53.5902,-106.278,DO63uo,CA-SK,0,0,0,0,0
CA-6146,Valleyview Trail Network National Recreation Trail,53.7105,-106.719,DO63pr,CA-SK,0,0,0,0,0
CA-6147,Amyot Lake Trail National Recreation Trail,53.7105,-106.719,DO63pr,CA-SK,0,0,0,0,0
CA-6148,Treebeard Trail National Recreation Trail,53.9726,-106.29,DO63ux,CA-SK,0,0,0,0,0
CA-6149,Narrows Peninsula Trail National Recreation Trail,53.988,-106.276,DO63ux,CA-SK,1,1,14,0,0
CA-6150,Kingsmere River Trail National Recreation Trail,54.026,-106.416,DO64ta,CA-SK,0,0,0,0,0
CA-6151,Boundary Bog Trail National Geologic Trail,53.9095,-106.021,DO63xv,CA-SK,2,2,31,0,0
CA-6152,Red Deer Trail National Recreation Trail,53.9228,-106.082,DO63xw,CA-SK,4,4,64,0,0
CA-6153,Fisher Trail National Recreation Trail,53.9205,-106.071,DO63xw,CA-SK,2,2,40,0,0
CA-6154,Lower Big Creek Conservation Area,42.6981,-80.5428,EN92rq,CA-ON,7,7,229,0,0
CA-6155,Fisher Conservation Area,42.7218,-80.298,EN92ur,CA-ON,8,6,250,0,0
CA-6156,Atlantic Charter Monument National Battlefield,47.3529,-53.9266,GN37ai,CA-NL,0,0,0,0,0
CA-6157,New Férolle Peninsula Lighthouse National Heritage Site,51.0245,-57.0965,GO11ka,CA-NL,3,3,67,0,0
CA-6158,Cape Anguille Lighthouse National Heritage Site,47.907,-59.3995,GN07hv,CA-NL,4,4,144,0,0
CA-6159,Green Island (Catalina) Heritage Lighthouse National Heritage Site,48.5048,-53.0426,GN38lm,CA-NL,0,0,0,0,0
CA-6160,Cape Ray Lighthouse National Heritage Site,47.6211,-59.3038,GN07io,CA-NL,9,8,214,0,0
CA-6161,Upper Restigouche (Listuguj) River National Heritage Area,47.6667,-67.4868,FN67gq,CA-NB,0,0,0,0,0
CA-6162,Belle Isle South End Lower Lighthouse National Heritage Site,51.8779,-55.3842,GO21hv,CA-NL,0,0,0,0,0
CA-6163,Woody Point Lighthouse National Heritage Site,49.5052,-57.913,GN19bm,CA-NL,4,3,60,0,0
CA-6164,Rocky Point Lighthouse National Heritage Site,47.4808,-55.7956,GN27cl,CA-NL,0,0,0,0,0
CA-6165,St. Jacques Island Lighthouse National Heritage Site,47.4751,-55.4078,GN27hl,CA-NL,0,0,0,0,0
CA-6166,Cape St. Mary's Lighthouse National Heritage Site,46.8243,-54.188,GN26vt,CA-NL,0,0,0,0,0
CA-6167,Heart's Content Lighthouse National Heritage Site,47.8832,-53.3862,GN37hv,CA-NL,1,1,12,0,0
CA-6168,Green Point Lighthouse National Heritage Site,47.6121,-53.1782,GN37jo,CA-NL,5,5,204,0,0
CA-6169,Long Point (Twillingate) Lighthouse National Heritage Site,49.6903,-54.802,GN29oq,CA-NL,3,3,127,0,0
CA-6170,Battleford-Swift Current Trail National Recreation Trail,52.0563,-108.157,DO52wb,CA-SK,4,4,89,0,0
CA-6171,Radisson Lake Game Preserve,52.4893,-107.409,DO62hl,CA-SK,3,3,116,0,0
CA-6172,Seacow Head Lighthouse National Heritage Site,46.316,-63.811,FN86ch,CA-PE,17,17,1131,0,0
CA-6173,Prairie - Unit Number 2 National Wildlife Area,52.5598,-106.268,DO62un,CA-SK,1,1,33,0,0
CA-6174,Prairie - Unit Number 3 National Wildlife Area,52.61,-106.267,DO62uo,CA-SK,1,1,29,0,0
CA-6175,Prairie - Unit Number 4 National Wildlife Area,52.6983,-106.198,DO62vq,CA-SK,4,4,74,0,0
CA-6176,Boars Head Lighthouse National Heritage Site,44.404,-66.2153,FN64vj,CA-NS,7,7,233,0,0
CA-6177,Brier Island Lighthouse National Heritage Site,44.249,-66.3927,FN64tf,CA-NS,6,6,266,0,0
CA-6178,Cape George Lighthouse National Heritage Site,45.8744,-61.9012,FN95bu,CA-NS,3,2,103,0,0
CA-6179,Cape St. Mary's Lighthouse National Heritage Site,44.0857,-66.2107,FN64vc,CA-NS,8,6,254,0,0
CA-6180,Coldspring Head Lighthouse National Heritage Site,45.9623,-63.8646,FN85bx,CA-NS,5,5,491,0,0
CA-6181,Cedar Island Cathcart Tower National Heritage Site,44.2256,-76.4537,FN14sf,CA-ON,6,6,189,0,0
CA-6182,Gillis Point Lighthouse National Heritage Site,46.0237,-60.7776,FN96oa,CA-NS,0,0,0,0,0
CA-6183,Grand Passage Lighthouse National Heritage Site,44.287,-66.342,FN64tg,CA-NS,4,4,201,0,0
CA-6184,Isaacs Harbour Lighthouse National Heritage Site,45.165,-61.655,FN95ed,CA-NS,0,0,0,0,0
CA-6185,Margaree Harbour Rear Range Lighthouse National Heritage Site,46.4391,-61.1123,FN96kk,CA-NS,1,1,10,0,0
CA-6186,Margaree Harbour Front Range Lighthouse National Heritage Site,46.4397,-61.1126,FN96kk,CA-NS,3,3,105,0,0
CA-6187,Margaretsville Lighthouse National Heritage Site,45.0487,-65.0652,FN75lb,CA-NS,20,18,1101,0,0
CA-6188,Neil's Harbour Lighthouse National Heritage Site,46.8067,-60.3191,FN96ut,CA-NS,3,2,44,0,0
CA-6189,Peter Island Lighthouse National Heritage Site,44.2574,-66.3388,FN64tg,CA-NS,0,0,0,0,0
CA-6190,Port Mouton Lighthouse National Heritage Site,43.9181,-64.804,FN73ow,CA-NS,0,0,0,0,0
CA-6191,Pictou Island South Lighthouse National Heritage Site,45.8038,-62.5858,FN85qt,CA-NS,0,0,0,0,0
CA-6192,Prim Point Lighthouse National Heritage Site,44.691,-65.7864,FN74cq,CA-NS,18,17,631,0,0
CA-6193,Queensport Lighthouse National Heritage Site,45.3479,-61.2719,FN95ii,CA-NS,2,2,22,0,0
CA-6194,Schafner Point Lighthouse National Heritage Site,44.7099,-65.6191,FN74er,CA-NS,16,15,304,0,0
CA-6195,St. Paul Island Southwest (Dingwell) Lighthouse National Heritage Site,46.9004,-60.4625,FN96sv,CA-NS,4,4,93,0,0
CA-6196,Terence Bay Lighthouse National Heritage Site,44.4604,-63.7061,FN84dl,CA-NS,5,5,125,0,0
CA-6197,Victoria Beach Lighthouse National Heritage Site,44.6761,-65.7538,FN74cq,CA-NS,11,11,223,0,0
CA-6198,Wallace Harbour Sector Lighthouse National Heritage Site,45.8132,-63.4619,FN85gt,CA-NS,6,5,189,0,0
CA-6199,Smiths Falls Bascule Bridge National Historic Site,44.8957,-76.0278,FN14xv,CA-ON,13,13,370,0,0
CA-6200,Prairie - Unit Number 8 National Wildlife Area,51.7148,-107.397,DO61hr,CA-SK,0,0,0,0,0
CA-6201,Prairie - Unit Number 9 National Wildlife Area,51.6543,-107.546,DO61fp,CA-SK,0,0,0,0,0
CA-6202,Prairie - Unit Number 12 National Wildlife Area,51.6637,-107.639,DO61ep,CA-SK,1,1,12,0,0
CA-6203,Prairie - Unit Number 13 National Wildlife Area,51.7092,-107.616,DO61er,CA-SK,2,2,29,0,0
CA-6204,Vincent Massey Conservation Park,45.3779,-75.6947,FN25dj,CA-ON,45,41,864,0,0
CA-6205,Île-Verte Lighthouse National Historic Site,48.0511,-69.4242,FN58gb,CA-QC,0,0,0,0,0
CA-6206,L'Isle-Verte Court House National Historic Site,48.0124,-69.3389,FN58ha,CA-QC,3,3,96,0,0
CA-6207,Cochin Green Lake Trail National Historic Trail,53.0407,-108.334,DO53ta,CA-SK,1,1,46,0,0
CA-6208,Ausable River Cut Conservation Area,43.2207,-81.8668,EN93bf,CA-ON,19,18,432,0,0
CA-6209,High Falls Conservation Area,45.3177,-75.0922,FN25kh,CA-ON,79,75,2968,0,0
CA-6210,Battle of Chippawa (Battlefield Park) National Historic Site,43.0527,-79.0247,FN03lb,CA-ON,31,30,1127,0,2
CA-6211,Oak Ridges Moraine National Recreation Trail,43.9548,-79.535,FN03fw,CA-ON,129,128,5503,0,0
CA-6212,Big Bend Conservation Area,42.6467,-81.7081,EN92dp,CA-ON,9,9,218,0,0
CA-6213,Clark Wright Conservation Area,42.9186,-81.6278,EN92ew,CA-ON,11,11,415,0,0
CA-6214,Coldstream Conservation Area,43.0207,-81.4995,EN93ga,CA-ON,12,12,346,0,0
CA-6215,NCC River House National Heritage Site,45.4576,-75.6784,FN25dk,CA-ON,16,13,516,0,0
CA-6216,Battle of Lundy's Lane National Historic Site,43.0903,-79.0959,FN03kc,CA-ON,33,33,1003,0,0
CA-6217,Meadow lake Battleford Trail National Historic Trail,53.371,-108.356,DO53ti,CA-SK,1,1,29,0,0
CA-6218,Saint John Harbour Defensive Network provincial Historic Site,45.2736,-66.0668,FN65xg,CA-NB,6,6,242,0,0
CA-6219,Island Lake Wilderness Area,44.7336,-63.9394,FN84ar,CA-NS,1,1,36,0,0
CA-6220,Guysborough Headlands Wilderness Area,45.1302,-61.6679,FN95dd,CA-NS,0,0,0,0,0
CA-6221,Big Plains Wilderness Area,45.1733,-61.8335,FN95be,CA-NS,0,0,0,0,0
CA-6222,Nine Mile Woods Wilderness Area,45.2909,-61.9778,FN95ag,CA-NS,0,0,0,0,0
CA-6223,Douglas Meadow Brook Wilderness Area,45.666,-63.4869,FN85gp,CA-NS,0,0,0,0,0
CA-6224,Long Lake Bog Nature Reserve,44.0771,-65.9594,FN74ab,CA-NS,0,0,0,0,0
CA-6225,Harpers Lake Nature Reserve,43.8045,-65.457,FN73gt,CA-NS,0,0,0,0,0
CA-6226,Point Michaud Nature Reserve,45.6174,-60.6694,FN95po,CA-NS,0,0,0,0,0
CA-6227,Mulgrave Hills Nature Reserve,45.5086,-61.4025,FN95hm,CA-NS,0,0,0,0,0
CA-6228,Minard Brook Nature Reserve,44.3978,-65.1598,FN74kj,CA-NS,2,2,46,0,0
CA-6229,Cap La Ronde Nature Reserve,45.5817,-60.911,FN95nn,CA-NS,0,0,0,0,0
CA-6232,East River St. Marys Nature Reserve,45.3741,-62.1503,FN85wi,CA-NS,0,0,0,0,0
CA-6233,Fort Carlton- Touchwood Trail National Historic Trail,51.8299,-104.952,DO71mt,CA-SK,1,1,18,0,0
CA-6234,Fundy Trail Provincial Park,45.433,-65.3776,FN75hk,CA-NB,3,3,304,0,0
CA-6235,Victoria County Court House Historic Site,46.7395,-67.7046,FN66dr,CA-NB,2,2,138,0,0
CA-6236,P'tit Sault Blockhouse Historic Site,47.3635,-68.3223,FN57ui,CA-NB,8,8,404,0,0
CA-6237,Église Saint-Pierre-aux-Liens Historic Site,47.7899,-64.9647,FN77ms,CA-NB,1,1,12,0,0
CA-6239,Old Bathurst Post Office Historic Site,47.6202,-65.657,FN77eo,CA-NB,1,1,58,0,0
CA-6240,CN Railways (Intercolonial Railway) Station Historic Site,45.8907,-64.3672,FN75tv,CA-NB,10,10,592,0,0
CA-6241,Old Carleton County Courthouse Historic Site,46.1758,-67.5755,FN66fe,CA-NB,2,2,151,0,0
CA-6242,Church of Saint Andrew & Saint David Historic Site,45.2707,-66.0593,FN65xg,CA-NB,0,0,0,0,0
CA-6243,Kings County Courthouse Historic Site,45.5267,-65.8266,FN75cm,CA-NB,3,3,140,0,0
CA-6244,St. Paul's Anglican Church Historic Site,45.3895,-65.9953,FN75aj,CA-NB,2,2,142,0,0
CA-6245,Fort Tipperary Historic Site,45.0803,-67.0525,FN65lb,CA-NB,1,1,11,0,0
CA-6246,St. David's Presbyterian Church Historic Site,45.9682,-67.7148,FN65dx,CA-NB,2,2,240,0,0
CA-6247,Mineral Free Baptist Meetinghouse Historic Site,46.5897,-67.5956,FN66eo,CA-NB,2,2,211,0,0
CA-6248,Coverdale United Church Historic Site,46.0458,-64.8656,FN76nb,CA-NB,2,2,177,0,0
CA-6249,Peggy's Cove Lighthouse National Heritage Site,44.4918,-63.9187,FN84al,CA-NS,10,10,263,0,0
CA-6250,Sambro Island Lighthouse National Heritage Site,44.4367,-63.5633,FN84fk,CA-NS,0,0,0,0,0
CA-6251,Grand Parade National Heritage Site,44.6482,-63.575,FN84fp,CA-NS,3,3,53,0,0
CA-6252,Scott Manor House National Heritage Site,44.7293,-63.6603,FN84er,CA-NS,7,7,205,0,0
CA-6253,Moirs Ltd. Power House Historic Site,44.7142,-63.6781,FN84dr,CA-NS,5,5,177,0,0
CA-6254,Gabriel Girard Provincial Historic Site,47.7994,-64.8774,FN77nt,CA-NB,1,1,13,0,0
CA-6256,Major's Hill National Park,45.4284,-75.6986,FN25dk,CA-ON,30,25,647,0,0
CA-6257,Rideau Falls and Green Island National Park,45.4426,-75.694,FN25dk,CA-ON,32,23,686,0,0
CA-6258,Congdon Creek Campground Territorial Park,61.15,-138.557,CP01rd,CA-YT,7,7,290,0,0
CA-6259,Dezadeash Lake Campground Territorial Park,60.398,-137.048,CP10lj,CA-YT,2,2,65,0,0
CA-6260,Yukon River Campground Recreation Site,64.072,-139.438,CP04gb,CA-YT,6,6,101,0,0
CA-6261,Tombstone Mountain Campground Recreation Site,64.506,-138.22,CP04vm,CA-YT,0,0,0,0,0
CA-6262,Tatchun Creek Campground Recreation Site,62.284,-136.307,CP12ug,CA-YT,1,1,16,0,0
CA-6263,Tarfu Lake Campground Recreation Site,60.074,-133.809,CP30cb,CA-YT,2,1,19,0,0
CA-6264,Takhini River Campground Recreation Site,60.654,-136.105,CP10wp,CA-YT,1,1,12,0,0
CA-6265,Tagish Bridge Recreation Site,60.316,-134.27,CP20uh,CA-YT,1,1,10,0,0
CA-6266,Squanga Lake Campground Recreation Site,60.445,-133.603,CP30ek,CA-YT,2,2,44,0,0
CA-6267,Snag Junction Campground Recreation Site,62.239,-140.689,BP92pf,CA-YT,6,4,99,0,0
CA-6268,Snafu Lake Campground Recreation Site,60.131,-133.823,CP30cd,CA-YT,5,4,157,0,0
CA-6269,Rock River Campground Recreation Site,66.912,-136.355,CP16tv,CA-YT,1,1,18,0,0
CA-6270,Quiet Lake South Campground Recreation Site,60.991,-133.02,CP30lx,CA-YT,0,0,0,0,0
CA-6271,Quiet Lake North Campground Recreation Site,61.147,-133.075,CP31ld,CA-YT,0,0,0,0,0
CA-6272,Pine Lake Campground Recreation Site,60.799,-137.489,CP10gt,CA-YT,3,3,38,0,0
CA-6273,Nunatuk Campground Recreation Site,62.164,-135.799,CP22cd,CA-YT,0,0,0,0,0
CA-6274,Nahanni Range Campground Recreation Site,61.27,-128.282,CP51ug,CA-YT,0,0,0,0,0
CA-6275,Moose Creek Campground Recreation Site,63.509,-137.026,CP13lm,CA-YT,4,3,44,0,0
CA-6276,Million Dollar Falls Campground Territorial Park,60.11,-136.925,CP10mc,CA-YT,2,2,43,0,0
CA-6277,Little Salmon Lake Campground Recreation Site,62.188,-134.988,CP22me,CA-YT,1,1,11,0,0
CA-6278,Lapie Canyon Campground Recreation Site,61.987,-132.607,CP31qx,CA-YT,1,1,11,0,0
CA-6279,Lake Creek Campground Recreation Site,61.857,-140.149,BP91wu,CA-YT,4,4,63,0,0
CA-6280,Kusawa Lake Campground Recreation Site,60.585,-136.146,CP10wo,CA-YT,2,2,63,0,0
CA-6281,Klondike River Campground Recreation Site,64.05,-139.113,CP04kb,CA-YT,2,2,39,0,0
CA-6282,Kathleen Lake Campground and Rec. Site National Park,60.583,-137.209,CP10jn,CA-YT,8,7,193,0,0
CA-6283,Johnson Lake Campground Recreation Site,62.209,-133.405,CP32hf,CA-YT,1,1,13,0,0
CA-6284,Frenchman Lake Campground Recreation Site,62.118,-135.698,CP22dc,CA-YT,1,1,16,0,0
CA-6285,Frances Lake Campground Recreation Site,61.403,-129.645,CP51ej,CA-YT,1,1,29,0,0
CA-6286,Fox Lake Campground Recreation Site,61.246,-135.461,CP21gf,CA-YT,1,1,14,0,0
CA-6287,Ethel Lake Campground Recreation Site,63.377,-136.251,CP13uj,CA-YT,0,0,0,0,0
CA-6288,Engineer Creek Campground Recreation Site,65.352,-138.272,CP05ui,CA-YT,1,0,2,0,0
CA-6289,Drury Creek Campground Recreation Site,62.199,-134.381,CP22te,CA-YT,2,2,53,0,0
CA-6290,Cape Bonavista Lighthouse Historic Site,48.7015,-53.0855,GN38kq,CA-NL,7,6,166,0,0
CA-6291,Mockbegger Plantation Historic Site,48.6547,-53.1208,GN38kp,CA-NL,1,1,22,0,0
CA-6292,Uniacke House Historic Site,44.8963,-63.8356,FN84bv,CA-NS,5,5,140,0,0
CA-6293,Amherst Intercolonial Railway Station Historic Site,45.8305,-64.2125,FN75vt,CA-NS,8,8,280,0,0
CA-6294,Annapolis Royal Train Station Historic Site,44.7423,-65.5141,FN74fr,CA-NS,17,17,395,0,0
CA-6295,Trinity Sites Historic Site,48.3723,-53.36,GN38hi,CA-NL,2,2,77,0,0
CA-6296,Newman Wine Vault Historic Site,47.5573,-52.7121,GN37pn,CA-NL,1,1,16,0,0
CA-6297,Cupids Cove Plantation Historic Site,47.5457,-53.2328,GN37jn,CA-NL,1,1,48,0,0
CA-6298,Heart's Content Cable Station Historic Site,47.8727,-53.3684,GN37hu,CA-NL,1,1,12,0,0
CA-6299,Caribou Hotel Historic Site,60.165,-134.706,CP20pd,CA-YT,1,1,13,0,0
CA-6300,Dawson City Telegraph Office Historic Site,64.0559,-139.433,CP04gb,CA-YT,1,0,1,0,0
CA-6301,The Yukon Sawmill Company Office Historic Site,64.066,-139.43,CP04gb,CA-YT,0,0,0,0,0
CA-6302,Mayo Legion Hall Historic Site,63.591,-135.895,CP23bo,CA-YT,1,1,11,0,0
CA-6303,Archdeacon McDonald Memorial Church and St Luke’s Church Historic Site,67.5686,-139.834,CP07bn,CA-YT,0,0,0,0,0
CA-6304,Gindehchik-Rampart House Historic Site,67.417,-140.998,BP97mk,CA-YT,0,0,0,0,0
CA-6305,Watson Lake Air Terminal Building Historic Site,60.114,-128.822,CP50oc,CA-YT,1,1,24,0,0
CA-6306,Watson Lake Sign Post Forest Historic Site,60.064,-128.714,CP50pb,CA-YT,6,6,95,0,0
CA-6307,Old Log Church and Rectory Historic Site,60.718,-135.054,CP20lr,CA-YT,5,3,44,0,0
CA-6308,AJ Goddard Shipwreck Archeological Reserve,61.3588,-135.235,CP21ji,CA-YT,0,0,0,0,0
CA-6309,The Mabel McIntyre House(Mining Recorder's Office) Historic Site,63.593,-135.897,CP23bo,CA-YT,0,0,0,0,0
CA-6310,Canadian Pacific Railway Station (Vallée-Jonction) National Heritage Site,46.3717,-70.923,FN46mi,CA-QC,5,3,185,0,0
CA-6311,Troy-Prince Albert National Historic Trail,52.2017,-105.279,DO72ie,CA-SK,1,1,10,0,0
CA-6312,Larry's Gulch Lodge Provincial Park,47.7073,-67.4389,FN67gq,CA-NB,2,2,150,0,0
CA-6313,Carcross Desert Recreation Park,60.186,-134.7,CP20pe,CA-YT,3,2,24,0,0
CA-6314,Robinson Roadhouse Historic Site,60.449,-134.847,CP20nk,CA-YT,3,3,38,0,0
CA-6315,Prairie - Unit Number 27 National Wildlife Area,49.9632,-103.121,DN89kx,CA-SK,1,1,31,0,0
CA-6316,Brise-glace Ernest Lapointe National Heritage Site,47.129,-70.3714,FN47td,CA-QC,8,8,1113,0,0
CA-6317,Erchless Estate and The Oakville Museum Historic Site,43.4421,-79.6667,FN03dk,CA-ON,33,31,835,0,0
CA-6318,The Bradley Museum Historic Site,43.5123,-79.6114,FN03em,CA-ON,30,29,884,0,1
CA-6319,Oakville Harbour Historic Site,43.4405,-79.6671,FN03dk,CA-ON,90,87,1895,0,0
CA-6320,Merrill School Historic Site,52.0564,-106.778,DO62ob,CA-SK,2,1,41,0,0
CA-6321,Atlantic Bulwark National Historic Site,44.6217,-63.5632,FN84fo,CA-NS,19,18,407,0,0
CA-6322,Quaker House Historic Site,44.667,-63.5682,FN84fq,CA-NS,3,3,63,0,0
CA-6323,Former Hampton Gray Memorial School National Heritage Site,44.6291,-63.5165,FN84fp,CA-NS,3,3,71,0,0
CA-6324,Van Steenburgh and Polaris Buildings National Heritage Site,44.6822,-63.6098,FN84eq,CA-NS,1,1,18,0,0
CA-6325,Spencer's Island Lighthouse National Heritage Site,45.3548,-64.7099,FN75pi,CA-NS,3,3,90,0,0
CA-6326,Via Rail Station National Heritage Site,44.6403,-63.5682,FN84fp,CA-NS,2,2,64,0,0
CA-6327,Canadian Pacific Railway Station National Heritage Site,45.0687,-64.1765,FN75vb,CA-NS,9,8,229,0,0
CA-6328,Wolfville Canadian Pacific National Heritage Site,45.0926,-64.3634,FN75tc,CA-NS,13,13,334,0,0
CA-6329,Uxbridge Urban Provincial Park,44.0782,-79.1403,FN04kb,CA-ON,25,25,714,0,0
CA-6330,Whitehorse Telegraph Office Historic Site,60.721,-135.051,CP20lr,CA-YT,6,5,67,0,0
CA-6331,Twin Lakes Provincial Recreation Area,57.4488,-117.526,DO17fk,CA-AB,3,3,117,0,0
CA-6332,Sulphur Lake Provincial Recreation Area,56.7062,-118.312,DO06uq,CA-AB,1,0,4,0,0
CA-6333,Stoney Lake Provincial Recreation Area,56.5055,-118.47,DO06sm,CA-AB,2,1,20,0,0
CA-6334,Running Lake Provincial Recreation Area,56.668,-119.03,DO06lq,CA-AB,1,1,21,0,0
CA-6335,Carters Beach Provincial Park,43.9061,-64.8261,FN73ov,CA-NS,2,2,42,0,0
CA-6336,Commissioners National Park,45.3965,-75.7079,FN25dj,CA-ON,10,9,188,0,0
CA-6337,LeBreton Flats National Park,45.4146,-75.7185,FN25dj,CA-ON,10,9,288,0,0
CA-6338,Dana Recreation Site,52.2507,-105.755,DO72cg,CA-SK,2,2,58,0,0
CA-6339,River Ridge Trails National Historic Trail,52.391,-106.99,DO62mj,CA-SK,2,2,62,0,0
CA-6341,Welland Canal System National Historical Site,43.1848,-79.1988,FN03je,CA-ON,138,134,4332,0,0
CA-6342,Buffalo Rubbing Stone Historic Site,51.4746,-109.623,DO51el,CA-SK,2,2,33,0,0
CA-6343,South Branch House Historic Site,52.8911,-106.033,DO62xv,CA-SK,3,3,74,0,0
CA-6344,Fort Qu'Appelle - Touchwood Hills Trail Provincial Historic Site,50.8459,-103.832,DO80cu,CA-SK,4,4,53,0,0
CA-6345,Confederation National Park,45.4225,-75.6924,FN25dk,CA-ON,37,34,1286,0,0
CA-6346,Agnes Maule Macher National Historical Park,44.3234,-76.173,FN14vh,CA-ON,40,39,2179,0,0
CA-6347,Paniksak Territorial Park,69.4416,-133.026,CP39lk,CA-NT,2,1,14,0,0
CA-6348,Wolfe Island Township Hall National Historic Site,44.1933,-76.4408,FN14se,CA-ON,1,1,31,0,0
CA-6349,Kingston Dry Dock National Historic Site,44.2256,-76.4832,FN14sf,CA-ON,4,4,130,0,0
CA-6350,Old Hay Bay Church National Historic Site,44.1026,-77.02,FN14lc,CA-ON,14,11,453,0,0
CA-6351,Minesing Wetlands Conservation Area,44.4215,-79.8235,FN04ck,CA-ON,210,210,9418,0,0
CA-6352,Osprey Wetlands Conservation Area,44.265,-80.3351,EN94tg,CA-ON,7,7,333,0,0
CA-6353,Petun Conservation Area,44.4496,-80.3086,EN94uk,CA-ON,11,11,486,0,0
CA-6354,Scanlon Creek Conservation Area,44.1406,-79.5634,FN04fd,CA-ON,47,47,2737,0,0
CA-6355,Rogers Reservoir Conservation Area,44.0955,-79.4895,FN04gc,CA-ON,22,21,735,0,0
CA-6356,Mabel Davis Conservation Area,44.068,-79.4568,FN04gb,CA-ON,37,36,866,0,1
CA-6357,Thornton Bales Conservation Area,44.0271,-79.5194,FN04fa,CA-ON,16,16,406,0,0
CA-6358,Whitchurch Conservation Area,44.0241,-79.3584,FN04ha,CA-ON,29,28,786,0,0
CA-6359,Mildmay-Carrick Conservation Area,44,-81.118,EN94ka,CA-ON,10,10,350,0,0
CA-6360,Hardwood Hill Conservation Area,43.987,-81.3351,EN93hx,CA-ON,5,5,212,0,0
CA-6361,Sutherland Steam Mill Historic Site,45.7094,-63.1599,FN85kr,CA-NS,6,6,263,0,0
CA-6362,Cedar Beach Conservation Area,42.0112,-82.7816,EN82oa,CA-ON,6,6,236,0,0
CA-6363,Kopegaron Woods Conservation Area,42.0795,-82.4923,EN82sb,CA-ON,6,6,191,0,0
CA-6364,Tremblay Beach Conservation Area,42.3077,-82.5185,EN82rh,CA-ON,7,7,222,0,0
CA-6365,Ruscom Shores Conservation Area,42.3024,-82.6035,EN82qh,CA-ON,5,5,300,0,0
CA-6366,Naftel's Creek Conservation Area,43.6694,-81.7051,EN93dq,CA-ON,7,7,232,0,0
CA-6367,Kinghurst Conservation Area,44.3088,-80.9359,EN94mh,CA-ON,11,9,250,0,0
CA-6368,Bell's Lake Conservation Area,44.3027,-80.7399,EN94ph,CA-ON,12,9,494,0,0
CA-6369,Cape Mudge Lighthouse National Historic Site,49.9986,-125.196,CN79jx,CA-BC,12,10,236,0,0
CA-6370,John R. Park Homestead Conservation Area,41.996,-82.8491,EN81nx,CA-ON,6,6,232,0,0
CA-6371,Cedar Creek Conservation Area,42.0288,-82.824,EN82oa,CA-ON,16,15,585,0,0
CA-6372,Cape Sable Island Lighthouse National Heritage Site,43.3904,-65.6212,FN73ej,CA-NS,0,0,0,0,0
CA-6373,Fisherman's Haven Provincial Park,46.9461,-63.9946,FN86aw,CA-PE,3,3,145,0,0
CA-6374,Sydney and Louisburg Railway Station Historic Site,45.9255,-59.9623,GN05aw,CA-NS,1,1,12,0,0
CA-6375,Louisbourg Lighthouse (The Tower) Historic Site,45.9066,-59.9585,GN05av,CA-NS,1,1,41,0,0
